No,Timecode In,Timecode Out,Frame In,Frame Out
1,00:00:00.000,00:00:02.640,1,67
2,00:00:02.680,00:00:05.080,68,128
3,00:00:05.120,00:00:20.240,129,507
4,00:00:20.280,00:00:37.200,508,931
5,00:00:37.240,00:00:39.680,932,993
6,00:00:39.720,00:00:41.680,994,1043
7,00:00:41.720,00:00:44.680,1044,1118
8,00:00:44.720,00:00:50.760,1119,1270
9,00:00:50.800,00:00:54.360,1271,1360
