No,Timecode In,Timecode Out,Frame In,Frame Out
1,00:00:00.000,00:00:35.240,1,882
2,00:00:35.280,00:00:46.840,883,1172
3,00:00:46.880,00:00:59.640,1173,1492
4,00:00:59.680,00:01:09.880,1493,1748
